,JKT,JKM,GRS,HARGA,LT,LB
5141,7,7,1,0.7,81,60
5142,5,5,4,8.75,320,450
5143,6,3,2,5.0,212,150
5144,4,3,0,9.7,288,400
5145,4,4,0,8.25,311,465
5147,4,4,0,9.7,288,400
5148,5,3,0,13.5,472,300
5150,6,3,2,8.55,514,400
5151,5,1,1,3.2,280,250
5153,7,3,1,1.7,178,200
5154,5,4,3,3.6,277,380
5156,6,2,1,1.55,178,200
5157,6,6,2,2.0,213,279
5159,5,5,2,12.0,586,350
5161,5,2,5,10.0,330,400
5162,5,3,4,5.5,306,548
5163,5,3,3,6.8,225,283
5164,6,5,2,4.0,235,400
5165,4,3,0,2.5,120,180
5167,3,1,1,1.3,93,71
5168,4,2,0,3.25,300,200
5169,4,4,2,8.75,320,450
5172,2,2,2,2.5,160,250
5174,5,3,0,6.5,283,220
5177,4,2,1,3.35,280,200
5178,8,3,2,2.0,112,200
5179,6,2,0,6.69,446,300
5180,8,5,0,4.4,590,250
5181,5,4,0,3.4,277,450
5182,2,1,0,1.6,86,100
5184,4,4,0,2.9,170,270
5185,6,3,0,12.5,600,120
5186,4,4,2,9.87,288,400
5187,7,4,2,3.8,365,300
5188,5,4,1,18.7,600,595
5189,5,3,1,2.0,238,180
5191,4,2,0,3.1,285,300
5192,7,6,2,8.8,410,360
5193,4,4,3,4.8,145,250
5194,6,3,2,4.5,390,262
5195,3,2,1,3.0,186,225
5196,3,3,0,16.0,425,262
5198,3,2,0,3.25,186,225
5199,4,2,2,13.0,495,300
5202,4,4,1,8.25,311,465
5204,3,2,6,6.8,329,410
5205,7,3,3,7.0,509,220
5208,4,2,1,5.0,220,200
5210,6,2,1,8.5,376,500
5211,3,2,0,2.8,191,180
5212,3,2,2,2.8,191,180
5214,4,3,1,3.25,187,240
5215,4,2,1,1.7,183,140
5216,4,3,2,2.5,120,180
5217,6,3,1,1.75,98,200
5219,7,5,4,4.9,295,500
5220,6,4,0,4.0,365,300
5221,5,4,2,3.8,150,275
5227,4,4,1,1.9,144,150
5228,4,3,2,3.3,215,376
5231,4,3,3,5.5,280,230
5233,6,4,1,4.5,164,200
5234,4,3,1,3.9,322,200
5235,2,1,1,0.341,84,50
5236,4,2,1,2.4,196,109
5237,3,3,1,1.2,65,80
5238,4,4,1,2.1,107,220
5239,4,3,1,5.9,264,400
5240,5,4,4,11.5,321,480
5241,3,1,1,0.6,72,58
5242,2,1,2,0.75,84,64
5243,5,4,2,5.5,300,250
5244,4,4,2,3.75,145,250
5247,2,2,0,12.5,455,500
5248,5,3,2,2.9,153,275
5249,4,2,3,3.9,358,198
5250,5,3,1,2.4,213,180
5251,7,4,1,2.99,191,150
5254,3,2,1,3.8,230,180
5256,6,2,2,5.48,419,300
5257,5,3,1,6.48,320,390
5258,6,6,3,7.0,287,454
5260,4,4,1,8.75,311,465
5261,4,3,2,2.7,262,200
5263,5,3,1,2.35,174,300
5265,3,2,0,0.7,56,78
5268,5,3,1,2.2,174,300
5269,2,2,1,1.07,72,65
5270,4,5,2,3.95,300,350
5271,5,2,1,2.2,134,280
5273,3,2,2,3.25,225,185
5274,3,2,1,3.9,220,180
5277,2,1,1,0.216,60,36
5279,8,6,4,4.9,295,500
5282,3,2,2,7.0,295,154
5284,3,2,0,1.85,124,124
5285,3,2,3,6.8,329,410
5287,3,3,1,1.8,102,160
5288,7,4,1,5.2,419,325
5289,7,3,1,3.5,254,400
5290,5,3,2,3.0,257,180
5291,2,1,0,0.9,89,80
5292,5,3,1,6.5,283,220
5293,4,4,0,7.25,320,450
5294,4,4,1,7.9,320,450
5295,4,3,0,3.5,143,177
5296,7,6,2,7.0,240,400
5297,3,2,0,3.8,230,180
5299,4,3,2,2.8,109,160
5300,2,3,0,12.7,455,500
5301,6,3,2,7.75,376,500
5307,3,3,0,2.8,200,185
5309,4,2,0,2.7,262,200
5310,2,2,1,2.0,200,120
5312,3,2,2,5.6,388,320
5314,4,2,0,1.7,183,140
5315,6,3,1,2.5,202,220
5317,2,2,4,10.0,208,478
5319,4,3,1,4.2,325,350
5320,4,3,1,3.24,325,350
5322,4,2,1,2.55,160,200
5323,4,4,1,6.9,288,400
5325,7,2,2,4.9,185,300
5327,4,4,0,5.25,200,300
5328,2,2,0,10.0,329,410
5329,6,3,0,8.5,415,500
5330,2,3,1,1.2,63,120
5331,2,2,2,1.55,360,120
5332,2,1,1,1.0,98,68
5333,3,3,1,1.6,122,184
5334,2,1,1,0.49,60,50
5335,3,2,0,4.25,303,80
5338,3,2,1,1.25,84,90
5340,2,1,1,0.55,72,36
5343,4,2,1,1.75,112,185
5344,2,1,1,0.85,93,60
5345,3,2,1,1.65,172,142
5346,5,2,1,0.875,84,128
5348,4,2,1,1.75,122,185
5349,3,3,0,1.54,120,150
5351,3,2,0,1.2,84,100
5352,4,3,2,3.9,232,400
5353,5,3,0,1.5,150,112
5354,2,1,1,0.528,66,33
5356,3,2,1,1.6,105,95
5358,4,4,2,3.5,360,178
5359,3,1,1,1.8,160,100
5360,1,1,1,0.5,60,22
5361,2,3,5,1.8,340,120
5362,2,2,2,1.3,99,160
5363,2,6,4,4.0,560,500
5364,4,3,2,1.2,128,130
5365,2,2,2,1.6,105,115
5367,1,3,4,4.0,560,500
5368,2,1,2,1.3,99,160
5369,3,3,5,1.8,340,120
5371,2,1,0,0.435,57,36
5372,2,2,0,0.53,57,55
5373,2,2,0,0.534,51,50
5374,3,3,1,1.2,92,100
5375,2,1,1,0.495,60,40
5377,3,3,1,1.65,122,184
5378,3,2,0,1.8,160,100
5379,2,1,0,0.35,50,30
5380,3,2,0,0.795,83,70
5381,3,2,0,0.45,58,36
5385,2,1,1,0.59,75,40
5386,5,3,0,1.4,150,280
5387,3,3,1,1.4,92,100
5389,5,3,1,2.0,160,250
5390,3,2,1,0.95,60,60
5391,2,1,1,0.8,94,56
5393,2,1,1,0.68,98,75
5394,2,1,1,0.835,93,60
5395,2,1,1,0.4,90,50
5397,2,2,1,1.3,105,80
5399,2,1,1,0.485,60,50
5400,2,2,0,0.72,83,90
5401,3,2,2,2.2,230,98
5403,2,1,1,0.55,90,36
5404,3,4,1,1.6,121,174
5405,2,2,5,6.9,600,150
5406,5,1,1,1.6,180,175
5407,3,2,1,0.95,90,120
5408,4,3,1,2.5,153,200
5409,2,2,0,1.1,72,80
5410,3,2,1,0.875,60,60
5411,4,2,0,2.0,200,120
5412,2,2,0,1.65,105,140
5413,3,2,1,1.8,160,100
5414,3,2,2,1.1,90,96
5415,2,1,1,0.83,93,75
5416,2,2,1,0.534,51,50
5417,2,1,1,0.65,98,66
5418,3,3,1,1.63,120,150
5419,2,1,1,0.454,82,36
5420,3,2,1,0.68,98,75
5439,6,4,1,4.0,324,384
5440,3,2,5,1.8,280,120
5441,2,2,1,0.574,53,45
5442,3,2,1,0.68,96,70
5443,4,3,1,5.8,220,207
5444,2,2,2,1.3,105,80
5445,3,2,1,0.567,84,55
5446,3,2,1,0.57,85,55
5447,3,2,1,0.578,87,55
5448,3,2,1,0.582,88,55
5449,3,2,1,0.589,90,55
5450,2,1,1,0.417,33,71
5451,2,1,1,0.473,36,80
5452,2,1,1,0.6,55,80
5453,6,3,0,1.4,120,250
5454,4,4,2,2.4,120,115
5455,4,2,4,1.95,300,80
5456,2,1,1,1.7,200,80
5457,3,2,1,1.7,200,80
5458,2,2,0,1.22,157,90
5460,5,3,2,3.5,360,178
5461,3,2,1,1.2,212,140
5469,1,1,1,0.82,136,161
5470,3,2,0,3.5,300,200
5471,3,3,1,1.5,119,134
5473,2,1,1,0.75,93,60
5474,2,1,1,0.975,98,68
5475,3,2,2,1.75,172,142
5476,3,2,0,1.2,212,140
5477,2,2,1,1.3,161,300
5478,2,1,5,1.55,340,120
5479,2,1,1,0.565,72,43
5481,2,1,1,0.5,68,33
5482,2,2,1,0.574,50,51
5484,3,1,1,0.5,90,30
5485,3,2,1,0.9,105,80
5486,3,3,5,1.55,340,120
5487,3,2,1,0.834,60,52
5490,3,2,1,0.65,70,117
5491,4,2,1,0.799,63,103
5493,3,2,1,0.495,70,100
5495,3,3,1,1.65,122,180
5496,4,1,0,0.55,147,85
5498,3,2,1,1.3,108,100
5499,2,1,1,0.62,77,75
5500,2,2,1,1.1,163,100
5504,3,2,0,2.75,326,155
5505,3,2,1,0.675,75,110
5507,2,1,1,0.75,136,45
5508,5,2,2,2.1,300,212
5509,5,3,0,2.0,212,300
5510,2,1,0,1.65,155,75
5511,1,1,1,0.76,91,40
5512,2,2,1,1.6,105,110
5519,5,2,1,0.875,84,126
5521,3,2,2,1.0,72,84
5524,2,1,1,0.785,72,45
5525,2,1,1,0.75,171,45
5528,2,1,0,1.5,155,75
5529,2,1,1,0.681,154,80
5530,2,1,0,0.6,75,36
5532,3,2,1,0.8,75,80
5533,2,1,0,0.875,94,45
5534,2,1,0,0.9,94,56
5535,3,3,1,1.54,120,150
5536,3,2,1,1.65,88,166
5537,3,2,2,1.0,72,64
5542,3,3,2,1.15,312,250
5543,6,3,0,7.0,465,465
5547,2,1,1,0.45,86,56
5548,2,2,0,1.1,74,150
5549,2,2,0,0.9,84,60
5550,2,2,1,0.655,120,60
5552,3,2,1,1.49,88,160
5553,4,2,1,1.5,160,75
5555,5,3,1,1.2,150,150
5556,4,4,1,1.75,122,185
5557,6,5,2,4.3,229,400
5559,3,2,1,0.45,70,100
5560,2,1,1,0.85,93,75
5561,3,3,1,2.3,260,70
5562,2,1,1,0.454,57,36
5563,4,2,0,2.3,200,160
5564,2,2,1,0.6,112,90
5565,3,3,1,1.5,92,100
5566,4,5,1,1.6,150,230
5567,4,1,0,2.0,139,278
5568,4,3,1,1.45,300,200
5569,3,3,0,0.7,94,188
5570,2,1,1,0.514,70,51
5571,2,2,1,0.514,66,51
5572,3,3,2,1.75,165,90
5573,3,2,1,1.35,312,200
5574,5,2,1,0.9,159,226
5575,3,3,1,1.55,120,90
5576,2,2,1,1.3,105,210
5577,2,2,1,0.75,115,95
5578,1,1,0,0.76,91,40
5579,2,2,0,0.9,180,150
5581,2,1,1,0.83,93,73
5583,1,1,0,0.4,90,30
5590,3,3,2,1.65,165,90
5592,4,2,1,0.72,58,100
5593,2,1,1,0.479,61,41
5594,2,2,1,0.479,61,45
5595,2,1,1,0.386,61,30
5596,2,1,1,0.617,81,36
5597,3,2,1,2.4,86,180
5598,2,1,1,0.8,91,50
5599,2,2,1,0.778,139,201
5600,3,2,0,0.778,201,139
5601,3,2,0,0.68,98,75
5603,2,2,0,2.3,200,75
5607,2,1,1,0.47,51,33
5608,3,2,1,0.8,74,84
5609,2,2,1,0.552,105,55
5612,6,2,1,5.0,348,500
5613,3,2,1,1.1,90,96
5616,2,1,0,0.454,57,36
5617,2,2,0,0.514,66,51
5618,2,1,0,0.514,70,51
5619,2,2,0,0.557,50,45
5621,3,2,0,0.58,55,64
5622,3,2,0,0.625,55,72
5623,2,2,0,0.638,81,45
5624,2,1,0,0.74,121,50
5627,2,1,0,0.435,57,55
5628,2,1,0,0.855,93,60
5629,2,1,2,0.7,144,70
5630,3,2,1,0.45,58,36
5631,3,2,1,1.3,166,200
5635,4,4,1,1.58,122,185
5638,2,2,1,1.15,93,70
5639,3,3,1,1.0,105,100
5641,4,1,2,0.65,125,80
5642,3,3,1,1.3,143,70
5643,3,3,1,1.5,119,150
5647,4,2,1,0.95,84,186
5648,3,2,1,0.625,55,72
5649,3,2,1,0.58,55,64
5650,2,1,1,1.0,168,60
5651,2,2,1,1.8,160,100
5654,3,1,1,0.33,63,40
5655,4,3,0,1.37,90,150
5656,3,3,1,1.4,120,150
5657,4,3,0,1.42,300,200
5658,2,1,2,0.8,91,50
5659,4,4,1,1.75,122,184
5660,3,3,2,0.899,135,145
5661,2,1,1,0.875,94,45
5662,2,1,1,0.659,72,45
5663,3,2,1,1.5,72,60
5664,4,2,1,0.9,155,150
5665,3,2,0,1.3,280,190
5667,3,2,0,0.765,90,150
5668,4,2,0,0.9,155,250
5669,3,2,0,1.4,105,115
5670,2,1,0,0.725,74,40
5672,2,1,1,0.49,72,30
5674,3,1,0,0.95,134,90
5675,3,1,1,0.9,105,65
5676,2,1,1,0.556,74,33
5677,3,1,1,0.65,90,51
5678,2,2,1,0.596,63,50
5679,3,1,0,0.9,105,65
5680,3,2,1,1.1,84,100
5681,2,2,1,0.75,93,60
5682,3,2,1,1.35,140,120
5687,2,2,1,0.6,84,60
5690,2,2,4,1.55,360,120
5691,5,3,2,3.9,232,400
5697,4,2,1,1.08,80,107
5698,2,2,4,1.55,360,129
5700,3,2,1,0.6,84,63
5702,3,2,0,1.29,105,80
5703,2,1,1,0.62,78,77
5706,2,1,1,0.62,100,80
5708,3,2,1,1.5,140,120
5711,4,2,1,1.6,102,200
5712,3,2,2,0.7,119,80
5713,5,3,1,1.0,162,120
5714,4,3,1,1.1,162,120
5715,2,1,1,0.675,100,50
5716,3,2,1,0.39,60,45
5717,3,2,2,0.86,91,95
5718,2,1,1,0.695,87,42
5719,3,2,1,0.857,79,68
5720,2,1,1,0.585,45,72
5724,4,1,0,1.8,105,250
5725,7,3,1,0.935,152,300
5726,2,1,0,0.675,63,70
5727,5,2,1,0.935,152,300
5728,4,2,1,0.9,102,120
5730,3,2,0,0.9,84,83
5731,3,2,1,0.9,143,130
5732,3,3,1,0.85,155,100
5734,5,3,3,2.15,212,170
5735,4,4,1,2.0,130,250
5736,4,3,1,1.0,102,100
5737,2,1,1,0.935,95,65
5738,2,1,1,0.275,6,45
5739,3,2,1,0.65,72,120
5740,4,2,2,1.1,126,100
5741,2,1,1,0.545,84,62
5742,3,3,1,0.85,81,92
5743,5,3,0,2.13,266,200
5744,2,1,1,1.2,84,200
5746,2,1,1,0.611,104,40
5747,2,1,1,0.725,90,90
5748,3,2,1,0.799,95,66
5749,2,1,1,0.565,86,40
5752,4,2,1,1.29,126,126
5753,2,2,1,0.532,48,42
5754,3,1,0,0.65,95,70
5755,7,3,1,0.92,152,300
5756,2,2,1,0.75,63,90
5759,3,2,1,0.7,95,65
5760,1,3,4,5.0,560,500
5761,5,3,3,3.5,399,300
5762,3,2,1,1.25,90,150
5763,8,6,1,1.6,100,160
5764,3,2,1,1.07,108,100
5765,4,3,1,4.5,413,400
5766,3,2,2,0.949,100,108
5768,3,1,1,0.045,84,110
5770,3,2,1,0.975,108,100
5773,4,4,1,1.57,102,200
5774,3,2,1,1.1,108,100
5775,4,2,1,2.0,102,200
5776,3,3,1,0.875,81,92
5777,2,1,1,0.67,63,70
5778,3,3,1,0.989,99,90
5779,7,2,1,0.935,152,300
5780,2,1,1,0.65,87,42
5781,2,1,1,0.56,86,40
5782,3,2,1,0.895,100,90
5787,4,3,1,2.5,140,240
5789,3,2,0,1.1,108,100
5792,4,2,1,1.9,102,200
5793,3,2,1,0.875,92,82
5794,3,2,1,0.875,91,81
5795,4,3,2,1.5,126,240
5796,2,2,1,0.845,70,86
5797,2,2,1,0.849,88,70
5798,2,1,1,0.695,80,42
5800,5,3,1,1.1,102,100
5801,5,3,1,1.1,102,70
5803,3,2,1,1.0,108,100
5806,3,2,1,1.57,102,180
5807,2,1,1,0.585,60,45
5808,3,2,0,0.9,143,130
5809,5,3,0,2.15,212,170
5811,2,1,0,0.499,60,36
5812,2,1,0,0.53,61,36
5813,2,1,0,0.53,68,36
5814,2,1,0,0.55,70,36
5815,2,1,0,0.56,86,40
5816,3,2,1,0.649,77,164
5817,2,1,0,0.65,87,42
5818,3,2,0,0.875,91,81
5819,3,2,0,0.875,92,82
5820,3,2,0,0.799,95,66
5822,3,2,0,0.825,96,67
5823,3,2,0,0.895,101,66
5824,3,2,0,0.89,95,66
5825,3,2,0,0.889,96,65
5826,2,2,2,2.0,195,270
5827,2,1,1,0.898,98,80
5828,4,3,1,0.99,162,120
5829,5,3,1,1.1,162,120
5830,2,1,0,0.49,60,45
5831,3,2,1,0.8,78,120
5832,2,1,1,0.5,60,50
5833,3,2,2,1.4,155,170
5834,3,2,1,0.875,100,90
5835,3,2,1,1.05,108,100
5836,2,1,1,0.63,77,46
5837,3,2,1,0.925,115,66
5838,3,2,1,0.895,101,66
5839,3,2,1,0.65,151,110
5841,4,2,1,1.7,102,200
5842,4,2,1,0.8,85,84
5844,3,1,1,0.857,79,68
5846,2,1,1,0.45,84,90
5849,3,2,1,0.43,60,45
5850,7,2,0,2.6,560,250
5851,2,2,0,0.849,87,70
5852,3,2,0,0.909,102,65
5853,3,2,0,0.925,115,66
5854,3,2,0,0.925,104,66
5855,2,2,1,0.7,63,90
5856,6,3,0,2.2,201,420
5857,7,5,2,4.75,450,300
5859,2,2,1,0.785,84,70
5860,3,3,1,0.95,102,150
5863,4,3,1,2.0,192,200
5864,4,3,1,1.57,102,180
5865,2,1,1,0.24,60,40
5867,3,2,1,0.775,108,100
5869,3,2,1,1.09,108,100
5872,2,1,1,0.53,60,45
5873,3,2,1,0.43,60,50
5874,2,1,1,0.375,78,60
5875,6,4,0,0.95,87,240
5876,2,1,1,0.55,70,36
5877,2,1,1,0.53,61,36
5878,2,1,1,0.499,60,36
5879,4,2,1,0.555,85,84
5881,2,1,1,0.65,68,58
5882,4,2,1,1.0,126,126
5885,3,2,2,0.857,79,68
5887,5,2,1,1.2,120,183
5888,2,1,1,0.599,86,40
5891,7,3,0,1.9,230,200
5892,2,2,1,0.585,72,45
5894,2,2,1,0.532,48,46
5895,2,1,1,0.795,105,70
5897,3,2,1,0.42,60,45
5898,3,2,1,0.81,96,66
5899,3,1,1,0.49,103,80
5901,3,2,1,0.8,96,65
5902,4,2,0,1.65,144,144
5904,3,2,1,0.898,99,80
5905,4,1,2,1.8,105,250
5907,3,1,1,0.575,90,54
5908,6,5,2,1.8,201,450
5909,2,1,1,0.575,102,90
5910,3,2,1,0.89,95,65
5911,2,1,1,0.275,60,40
5912,4,2,2,1.1,126,126
5914,4,2,1,1.3,126,126
5916,2,1,1,1.25,126,90
5919,4,2,1,1.1,150,200
5920,3,2,1,0.895,144,120
5921,4,5,2,2.2,233,280
5923,3,2,1,0.69,99,100
5925,3,2,0,0.85,121,100
5927,4,3,1,1.2,123,100
5928,7,2,0,1.3,163,200
5929,2,1,1,0.65,77,50
5930,2,1,1,0.525,75,40
5931,3,2,1,0.676,135,158
5933,2,2,0,0.95,108,216
5934,5,3,1,1.45,136,200
5935,3,3,0,0.9,72,164
5936,3,2,1,1.5,150,187
5937,6,5,1,12.0,450,300
5938,4,2,0,1.3,112,120
5939,4,3,2,3.2,150,165
5941,2,1,1,0.74,78,45
5942,2,2,1,1.4,122,80
5943,3,3,1,1.9,144,130
5944,3,2,1,1.4,105,120
5945,8,3,0,2.8,280,180
5946,7,3,1,1.5,210,372
5947,4,2,1,0.785,135,135
5948,3,3,1,1.75,187,200
5949,4,2,1,1.1,200,100
5950,2,1,1,0.75,84,54
5951,2,1,1,1.5,157,68
5952,4,3,0,1.6,115,140
5953,2,1,1,0.8,105,73
5954,3,2,0,1.2,94,90
5955,2,1,0,0.49,60,50
5956,3,2,1,1.7,144,220
5957,1,1,1,0.6,54,24
5958,2,2,1,0.75,112,100
5959,3,2,2,1.3,219,100
5960,2,1,1,0.625,72,65
5961,4,6,1,1.55,162,250
5962,3,1,1,0.8,78,68
5964,3,2,1,1.1,84,105
5965,6,5,2,2.5,300,500
5966,6,3,1,1.1,98,106
5967,2,1,0,0.6,75,70
5968,3,3,0,0.9,125,72
5970,2,1,1,0.79,78,42
5973,3,2,1,1.66,166,148
5974,6,4,1,2.6,238,416
5975,3,2,4,2.5,280,500
5976,4,4,0,1.5,204,182
5977,3,2,0,0.95,90,100
5978,3,4,1,0.95,141,100
5979,4,3,0,2.0,180,150
5980,3,2,0,1.5,84,82
5981,3,2,1,1.37,168,140
5982,2,2,1,0.65,60,80
5983,2,1,0,0.85,78,42
5984,2,1,1,0.86,99,60
5985,2,1,1,0.635,78,50
5986,2,1,1,0.595,78,50
5987,3,3,0,1.37,60,128
5989,2,2,2,1.3,112,48
5990,2,2,3,1.3,112,48
5992,2,1,1,1.0,84,45
5993,2,1,1,0.575,66,100
5994,2,1,1,0.846,110,77
5995,2,1,1,0.8,72,42
5997,2,1,0,0.875,96,60
5998,2,1,1,0.865,96,60
5999,2,1,1,0.755,78,50
6000,3,3,1,0.925,144,90
6001,2,1,1,0.475,99,60
6002,2,1,1,0.76,78,48
6003,3,2,1,0.85,105,70
6004,3,1,1,0.675,84,50
6006,3,2,1,0.699,90,60
6007,2,1,1,0.87,72,42
6008,7,2,1,1.27,163,200
6009,2,1,1,0.9,97,50
6010,2,1,1,0.75,78,42
6011,4,2,1,0.995,97,130
6013,2,1,0,0.8,115,50
6014,2,1,1,0.8,90,60
6015,3,2,1,1.5,157,68
6016,2,2,1,0.8,126,100
6017,3,2,2,1.25,107,97
6018,2,1,1,0.825,78,45
6020,3,2,1,1.05,115,103
6021,2,2,1,0.489,60,50
6022,3,1,2,0.5,104,90
6023,3,2,2,0.985,69,90
6024,2,1,0,0.875,72,50
6025,2,3,1,1.2,140,240
6026,1,1,0,5.0,350,225
6027,2,1,0,0.825,78,45
6028,4,4,2,1.2,108,200
6029,2,1,0,0.86,99,60
6030,3,2,2,1.38,105,120
6031,3,2,1,0.475,100,80
6032,3,2,1,1.2,198,150
6033,4,2,0,1.2,150,140
6034,6,4,0,1.9,144,250
6035,2,2,0,0.95,121,100
6036,4,2,1,0.9,120,190
6037,3,2,1,1.4,84,110
6038,4,3,2,1.8,164,154
6039,3,2,1,2.3,276,105
6041,3,2,1,1.35,130,100
6042,4,3,1,1.35,156,96
6043,3,2,1,1.05,144,131
6044,2,2,1,1.78,105,77
6046,3,3,1,1.75,66,54
6047,1,1,0,1.3,78,45
6048,4,4,1,1.25,118,170
6049,2,1,0,1.0,98,48
6050,6,4,1,1.95,144,250
6051,7,6,2,5.0,571,334
6052,4,3,2,1.7,150,220
6053,2,1,1,0.795,78,45
6055,5,4,2,1.9,144,250
6056,5,2,1,1.1,120,220
6057,5,2,1,1.05,120,220
6058,2,1,0,1.3,108,52
6060,2,1,1,1.3,143,96
6061,5,4,1,2.0,306,160
6063,3,2,1,0.675,84,129
6064,4,2,2,1.25,127,126
6065,2,1,1,0.875,72,42
6066,8,3,2,1.65,200,182
6067,3,3,1,1.58,108,115
6068,4,4,1,1.2,108,200
6069,4,6,1,1.55,162,152
6071,3,2,0,0.675,80,120
6072,3,2,1,0.75,112,100
6073,3,2,0,0.725,126,130
6074,2,1,0,0.975,115,53
6075,3,1,0,0.55,100,75
6077,2,1,1,0.9,78,45
6079,2,2,1,0.9,126,100
6081,2,2,0,1.0,105,105
6082,2,2,1,1.35,144,110
6083,3,2,1,0.65,85,65
6084,2,1,0,0.875,78,45
6085,3,2,1,1.15,156,135
6086,5,3,1,1.1,168,150
6087,2,1,1,0.85,156,100
6088,5,4,1,2.0,188,330
6089,6,4,1,2.5,250,200
6091,3,3,1,0.75,143,110
6092,5,2,2,1.6,286,250
6093,3,1,2,1.4,166,120
6094,4,1,2,1.3,214,100
6096,6,3,2,1.25,200,188
6097,5,3,0,1.65,140,200
6098,4,3,0,1.5,290,560
6099,3,2,0,2.8,380,200
6100,2,2,1,0.475,60,85
6101,6,4,1,2.7,252,500
6102,2,2,1,1.4,144,96
6103,3,3,1,2.5,241,200
6104,3,2,2,1.69,165,120
6105,3,2,2,0.865,104,80
6106,4,3,1,1.8,200,200
6107,3,2,1,3.0,200,380
6108,3,3,1,2.75,198,350
6109,4,3,1,3.8,225,225
6111,4,2,1,0.755,84,150
6112,3,2,2,1.02,133,100
6113,6,3,1,1.3,144,228
6114,8,6,0,2.3,445,120
6115,3,1,1,0.45,65,65
6116,4,3,2,1.7,127,200
6120,2,1,1,0.55,81,70
6122,3,2,0,0.715,60,50
6124,2,1,0,0.582,60,30
6126,3,2,1,1.1,200,100
6131,3,2,0,0.495,121,155
6137,2,1,1,0.975,115,53
6138,5,3,1,0.8,135,135
6139,3,2,2,1.1,92,90
6140,4,4,2,1.2,108,216
6142,4,4,1,1.2,108,216
6160,4,2,1,0.8,100,130
6162,5,4,1,2.6,238,416
6163,3,2,0,0.69,99,100
6164,6,5,0,2.7,255,200
6165,3,3,0,2.15,125,140
6166,4,3,2,6.5,420,550
6167,5,3,2,4.85,463,375
6168,2,1,0,1.5,96,80
6169,4,3,1,2.3,162,200
6170,4,4,1,1.89,120,200
6172,4,3,0,2.5,160,240
6173,7,4,1,1.47,129,200
6176,3,3,2,2.19,114,123
6177,4,4,2,4.0,326,400
6178,5,3,1,1.5,145,210
6180,3,2,1,1.9,145,120
6181,4,4,1,3.95,306,400
6182,5,5,0,3.75,216,500
6183,3,2,1,2.15,220,150
6185,4,3,2,2.85,201,250
6186,3,3,2,2.3,140,168
6187,3,2,1,2.1,103,135
6188,3,2,3,1.75,136,180
6189,3,3,2,2.29,117,146
6190,4,2,0,1.6,189,160
6191,4,3,1,2.2,149,100
6193,5,3,1,1.85,130,180
6195,4,3,1,1.65,160,160
6196,4,2,1,1.97,193,150
6197,3,3,1,1.85,134,122
6198,3,3,0,1.35,105,95
6199,3,2,0,1.45,105,95
6200,4,3,1,4.5,220,350
6201,3,2,0,1.5,170,100
6202,3,2,2,2.35,140,168
6203,5,3,0,3.45,200,300
6204,6,3,2,5.2,419,325
6205,4,1,2,4.55,266,116
6206,5,2,1,2.7,99,136
6207,5,4,4,7.2,407,400
6209,2,2,0,1.9,120,120
6210,5,3,1,5.0,279,325
6211,4,4,2,2.95,200,220
6212,5,3,2,4.99,463,375
6214,5,5,2,7.25,540,500
6216,4,2,1,1.9,140,200
6217,2,1,2,10.0,208,478
6220,4,4,0,3.2,249,325
6221,4,2,0,4.8,499,268
6222,4,4,2,4.5,225,400
6223,4,3,3,3.95,232,300
6224,4,2,2,3.2,394,300
6225,4,4,1,1.35,86,160
6227,6,3,0,6.5,348,192
6228,7,4,0,5.5,375,375
6229,3,2,2,2.3,147,145
6230,7,4,2,5.5,375,375
6231,4,3,2,2.25,107,160
6234,3,2,1,1.45,94,130
6235,5,3,1,1.8,147,170
6236,3,2,2,2.2,140,125
6237,5,3,1,3.5,257,257
6239,4,3,2,6.8,441,550
6240,3,2,0,0.618,85,85
6242,4,3,2,5.5,488,400
6243,4,2,0,3.1,289,200
6244,4,5,0,2.5,200,140
6245,5,3,3,5.6,321,210
6246,5,3,3,2.5,202,220
6247,3,2,2,1.99,150,160
6248,7,4,1,4.5,330,500
6249,3,2,0,1.5,120,100
6250,2,2,1,1.75,130,145
6253,5,3,2,5.0,463,500
6255,6,5,2,2.75,120,250
6256,5,5,1,3.5,277,400
6258,6,3,3,2.5,202,220
6259,4,5,2,28.5,197,180
6260,3,2,0,2.2,140,120
6261,2,2,1,2.25,210,150
6262,4,3,0,1.85,100,136
6263,4,3,1,2.85,201,250
6265,5,3,1,3.7,242,270
6267,5,5,0,1.5,170,120
6268,5,4,0,1.6,129,210
6269,3,2,0,1.75,189,160
6270,5,3,1,1.6,140,200
6272,3,2,2,1.95,148,87
6273,3,2,1,1.8,130,110
6275,3,2,0,1.95,102,130
6276,4,4,1,3.2,249,325
6277,2,2,1,1.6,130,145
6278,4,3,0,2.0,149,225
6280,6,6,1,1.5,128,200
6281,5,4,2,5.0,204,400
6285,4,2,1,3.5,200,300
6286,7,1,0,2.1,224,180
6287,4,4,0,1.7,215,280
6288,2,1,0,2.6,160,140
6289,6,3,3,6.5,348,192
6290,4,2,1,1.8,126,120
6291,3,2,0,2.6,240,130
6294,3,3,2,2.15,126,140
6295,4,4,0,2.1,110,170
6297,3,2,0,1.95,103,135
6298,2,1,1,0.595,52,100
6299,5,3,2,12.5,332,236
6300,3,3,0,2.7,120,202
6301,3,2,1,2.65,175,140
6302,4,4,0,2.25,106,160
6303,3,2,0,0.8,86,80
6304,2,1,1,2.6,160,140
